"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
"Kecewa dengan respon komplen, lama & harus nunggu 1x24 jam untuk dproses, pelanggan pada kabur",1,0,respon komplen nunggu jam dproses langgan kabur,393,2,,0.4772,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['respon', 'komplen', 'tunggu', 'jam', 'dproses', 'langgan', 'kabur']"
"Tolong dong saya mau bayar pesanan ngk bisa�, kode pembayaran nya ngk muncul�, padahal internet lancar terus udah coba ganti pke wifi juga masih sama. Gmna mau bayar gt",3,1,tolong bayar pesan ngk kode bayar ngk muncul internet lancar ganti pke wifi bayar,752,2,,0.4772,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'bayar', 'pesan', 'ngk', 'kode', 'bayar', 'ngk', 'muncul', 'internet', 'lancar', 'ganti', 'pke', 'wifi', 'bayar']"
"Aneh saya udah 2 kali pesan barang, tapi pengiriman barang gagal, Tolong dan mohon di perbaiki semuanya, kecewa bangett saya, Berhari hari saya menunggu, sekalinya tiba bikin saya kecewa beratt",1,0,aneh pesan barang kirim barang gagal tolong bangett tunggu bikin beratt,43,2,,0.4768,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aneh', 'pesan', 'barang', 'kirim', 'barang', 'gagal', 'tolong', 'bangett', 'tunggu', 'bikin', 'beratt']"
"saya kecewa terhadap toko pedia,sebab untuk penguna baru hadiah nya tidak bisa di ambil,dan sesudah di klik order di batalkan otomatis oleh pihak nya,buat kalian jngn pernah ambil itu produk 0rupiah,kalau gak mau sebel",2,0,toko penguna hadiah ambil klik order batal otomatis jngn ambil produk rupiah sebel,221,2,,0.4765,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toko', 'penguna', 'hadiah', 'ambil', 'klik', 'order', 'batal', 'otomatis', 'jngn', 'ambil', 'produk', 'rupiah', 'sebel']"
Beli pulsa paket data sehari gak masuk dan disuruh nunggu 2-5 hari jika belum masuk disuruh hubungi.very bad padahal udah dipotong shopepay trus paket data buat belajar daring.Penanganan jika ada masalah buruk..... Mending toko sebelah,1,0,beli pulsa paket data suruh nunggu suruh hubung potong shopepay paket data ajar daring tangan mending toko belah,173,2,,0.4759,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'pulsa', 'paket', 'data', 'suruh', 'tunggu', 'suruh', 'hubung', 'potong', 'shopepay', 'paket', 'data', 'ajar', 'daring', 'tangan', 'lebih baik', 'toko', 'belah']"
Saya senang berbelanja di shopee tapi dalam beberapa hari ini kok akun shopee ku bermasalah ya mencari barang yg mau d belik aja loading nya lama banget dan tolong ongkirnya d turuni dong,3,1,belanja akun cari barang belik loading tolong ongkirnya turun,645,2,,0.4741,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'akun', 'cari', 'barang', 'belik', 'loading', 'tolong', 'ongkir', 'turun']"
"Hati2 dalam ber belanja banyak toko yg jualan tidak sesuai dengan apa yg di-posting dan meski murah kalau barang tidak sesuai kebutuhan justru hanya menghambur2kan uang,keluar uang tapi barang tidak bisa digunakan sesuai kebutuhan.",1,0,hati ber belanja toko jual sesuai posting murah barang sesuai butuh hambur uang uang barang sesuai butuh,195,2,,0.4739,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['hati', 'ber', 'belanja', 'toko', 'jual', 'sesuai', 'posting', 'murah', 'barang', 'sesuai', 'butuh', 'hambur', 'uang', 'uang', 'barang', 'sesuai', 'butuh']"
Aplikasi terlalu berat Loading nya lama kadang gagal loading,3,1,aplikasi berat loading kadang gagal loading,517,2,,0.4728,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'berat', 'loading', 'kadang', 'gagal', 'loading']"
"Jir gratis ongkirnya udh ndk ada lagi ,,,disitu dipamerin kalo ada kupon gratis ongkir,,pas dipencet katanya ndk bisa dikleim ,,,kesel saya ,,, -_-",1,0,gratis ongkirnya ndk dipamerin kupon gratis ongkir pas pencet ndk dikleim kesel,74,2,,0.4726,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['gratis', 'ongkir', 'ndk', 'dipamerin', 'kupon', 'gratis', 'ongkir', 'pas', 'pencet', 'ndk', 'dikleim', 'kesel']"
"Dng pembayaran cod , kami percaya barang akan dikirim dengan baik, kami puas dgn jaminan yg diberikan shoppy",5,2,dng bayar cod percaya barang kirim jamin shoppy,807,2,,0.4722,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['dng', 'bayar', 'cod', 'percaya', 'barang', 'kirim', 'jamin', 'shoppy']"
"Sangat"" membantu sekali belanja ini itu udah ngak pakek ribet lagi tingal pencet"" transfer tinggal nungu di rumah barang datang beres deh..apa lagi ada juga sistem COD beli ini itu tunggu barang datang baru bayar di tempat",5,2,bantu belanja pakek ribet tingal pencet transfer tinggal nungu rumah barang beres sistem cod beli tunggu barang bayar,854,2,,0.4678,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bantu', 'belanja', 'pakek', 'ribet', 'tingal', 'pencet', 'transfer', 'tinggal', 'nungu', 'rumah', 'barang', 'beres', 'sistem', 'cod', 'beli', 'tunggu', 'barang', 'bayar']"
Maaf Saya Turunin Bintang Nya Karena Makin Kesini Makin Mahal Ongkir Nya Massa Dari Jakarta Ke Bogor 31rb Ongkir. Ga Kaya Apk Lainnya,1,0,maaf turunin bintang kesini mahal ongkir massa jakarta bogor rb ongkir kaya apk,409,2,,0.4635,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['maaf', 'turun', 'bintang', 'kesini', 'mahal', 'ongkir', 'massa', 'jakarta', 'bogor', 'ribu', 'ongkir', 'kaya', 'aplikasi']"
Aplikasi bukalapak tidak memuaskan ngak bisa muncul gambar penjualan produknya padahal sinyal 4G,1,0,aplikasi muncul gambar jual produk sinyal,300,2,,0.463,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'muncul', 'gambar', 'jual', 'produk', 'sinyal']"
"Harap diperbaiki, dikolom pencarian tidak akurat dengan hasil pencarian, sekarang COD Dikenakan biaya penanganan!, Dan tidak semua produk bisa COD, sekarang shopee tanam lemot, padaha signal bagus!",1,0,harap kolom cari akurat hasil cari cod biaya tangan produk cod tanam lot padaha signal,395,2,,0.463,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['harap', 'kolom', 'cari', 'akurat', 'hasil', 'cari', 'cod', 'biaya', 'tangan', 'produk', 'cod', 'tanam', 'lemot', 'padaha', 'signal']"
"Ok banget,tp kpn kalo orderan batal otomatis harus di tangguhkan dulu.mohon kembalikan hak orang di waktu yg sama bos,pasti anda merasa dirugikan jika ada di posisi mereka.mau tlpn gak ada call center yg di cantumkan.setiap pengembalian dana itu tetap ada potongan,jd jngn di pending dong hak mereka",2,0,order batal otomatis tangguh hak rugi posisi tlpn call center cantum dana potong jngn pending hak,220,2,,0.4629,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['order', 'batal', 'otomatis', 'tangguh', 'hak', 'rugi', 'posisi', 'telepon', 'call', 'center', 'cantum', 'dana', 'potong', 'jngn', 'pending', 'hak']"
Untk phak lzda knpa seller yg sya jmpai sellu berganggp kmi ini bukn konsumen ya..sellu ada perdebtn antra seller dan konsumen berujung tdk d proses nya brng pesanan ..buat apa ada live chat jika tak ada solusinya ..berteguran ke seller atau apalah awal pakai ini berjaln mlus seller baik sopn kok sekrng beda ?? Sya apa kmi minta it brng tak byr apa sehigga merka begtu bilng sellu evaluasi tpi ga ada prubhan sma sekli...,3,1,untk phak lzda knpa seller sya jmpai sellu berganggp kmi bukn konsumen sellu perdebtn antra seller konsumen ujung proses brng pesan live chat solusi tegur seller pakai berjaln mlus seller sopn sekrng beda sya kmi it brng byr sehigga merka begtu bilng sellu evaluasi tpi prubhan sma sekli,757,2,,0.4603,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['untk', 'phak', 'lzda', 'kenapa', 'seller', 'sya', 'jmpai', 'sellu', 'berganggp', 'kmi', 'bukn', 'konsumen', 'sellu', 'perdebtn', 'antra', 'seller', 'konsumen', 'ujung', 'proses', 'brng', 'pesan', 'live', 'chat', 'solusi', 'tegur', 'seller', 'pakai', 'berjaln', 'mlus', 'seller', 'sopn', 'sekrng', 'beda', 'sya', 'kmi', 'it', 'brng', 'bayar', 'sehigga', 'merka', 'begtu', 'bilng', 'sellu', 'evaluasi', 'tapi', 'prubhan', 'sama', 'sekli']"
Kalau bisa ongkirnya di bikin lebih murah,3,1,ongkirnya bikin murah,637,2,,0.4595,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ongkir', 'bikin', 'murah']"
"Makin lama kualitas menurun ya min. Tolong dong masa sering keluar keluar sendiri, mau liat estimasi paket gabisa kekeluar data aman paket aman tapi keluar-keluar. Tolong diperbaiki",3,1,kualitas turun tolong estimasi paket data aman paket aman tolong,511,2,,0.4574,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kualitas', 'turun', 'tolong', 'estimasi', 'paket', 'data', 'aman', 'paket', 'aman', 'tolong']"
Jadi lelet padahal koneksi normal,1,0,lelet koneksi normal,328,2,,0.4567,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['lambat', 'koneksi', 'normal']"
Pret Klo ada barang return shope ga mau balikin,1,0,pret barang return shope balikin,10,2,,0.4555,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pret', 'barang', 'return', 'shope', 'balik']"
Bintang 5 tdk cukup harusnya bintang 10 Sangat membantu setiap beli barang ga usah ribet tinggal pesan langsung dikirim,5,2,bintang bintang bantu beli barang ribet tinggal pesan kirim,873,2,,0.4519,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bintang', 'bintang', 'bantu', 'beli', 'barang', 'ribet', 'tinggal', 'pesan', 'kirim']"
"Katanya ada gratis ongkir, ternyta tidak ada saat saya belanja......",3,1,gratis ongkir ternyta belanja,507,2,,0.4509,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['gratis', 'ongkir', 'ternyta', 'belanja']"
Ini benar benar bagus dan ga ngecewain ongkirnya jua mantapp??????,5,2,ngecewain ongkirnya jua mantapp,878,2,,0.4501,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ngecewain', 'ongkir', 'jua', 'mantapp']"
banyakin promo keperluan anak yang ngab,5,2,banyakin promo anak ngab,928,2,,0.45,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['banyakin', 'promo', 'anak', 'ngab']"
"Ahhh bermasalah terus nih aplikasi, jadi sering komplen yg ga bisa buka toko, ga bisa buat transfer pake shoppe pay",3,1,ahhh aplikasi komplen toko transfer pake shoppe pay,725,2,,0.4446,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ahhh', 'aplikasi', 'komplen', 'toko', 'transfer', 'pakai', 'shoppe', 'bayar']"
Biayanya murah,3,1,biaya murah,764,2,,0.4436,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['biaya', 'murah']"
Sangat murah dan banyak promo,5,2,murah promo,838,2,,0.4436,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['murah', 'promo']"
"Banyak penjual yg hoax, admin mohon diperhatikan maaf uninstall",1,0,jual hoax admin perhati maaf uninstall,17,2,,0.4404,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['jual', 'hoax', 'admin', 'perhati', 'maaf', 'uninstall']"
Bisa bayar di rumah gak sih,2,0,bayar rumah,181,2,,0.4395,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bayar', 'rumah']"
"Emang klo ada pembayaran masuk pada pesanan pihak JD itu tdk tau menau?? Kenapa pengembalian dana saya tdk juga kembali ya?? Saya kehilangan bukti tf saya karna respond yg lama, semua bukti pesanan sudah saya kirimkan tpi tdk dapat diproses juga ?? makin makin nih app ....",1,0,bayar pesan tau tau dana hilang bukti tf respond bukti pesan kirim tpi proses app,270,2,,0.4392,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bayar', 'pesan', 'tahu', 'tahu', 'dana', 'hilang', 'bukti', 'transfer', 'respond', 'bukti', 'pesan', 'kirim', 'tapi', 'proses', 'aplikasi']"
"Aplikasi ini sudah membuat saya kecewa barang belum sampai sudah di bilang udah sampai di tangan penerima ,,,gmna sih!!! Kesall banget ini...",1,0,aplikasi barang bilang tangan kesall,412,2,,0.4291,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'barang', 'bilang', 'tangan', 'kesall']"
Awalnya aku suka.. tapi karena sistem keamanan shopee yg kurang akun saya disalah gunakan oleh oknum yg tidak bertanggung jawab karena itu saya mengalami kerugian yg sangat besar sampai 7juta dan shopee tidak mau membantu apapun.. saya sangat kecewa..,1,0,sistem aman akun salah oknum tanggung alami rugi juta bantu,446,2,,0.4202,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sistem', 'aman', 'akun', 'salah', 'oknum', 'tanggung', 'alami', 'rugi', 'juta', 'bantu']"
Banyak geratis onkir ngak bisa di pakai lg bonus makin kurang padahal belanja terus,3,1,gerat onkir pakai lg bonus belanja,461,2,,0.4202,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['gerat', 'onkir', 'pakai', 'lagi', 'bonus', 'belanja']"
Semoga barang semakin lengkap,5,2,barang lengkap,995,2,,0.4172,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'lengkap']"
"Ga pernah dapet promo,padahal saya sering top up ovo via tokovedia",1,0,promo up via tokovedia,132,2,,0.4169,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['promo', 'up', 'via', 'tokovedia']"
Kak toloong ada cod ya dong,3,1,toloong cod,737,2,,0.4168,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toloong', 'cod']"
Shopee pay error,1,0,pay error,95,2,,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bayar', 'error']"
Voucher pada eror semua. Gila,1,0,voucher eror,280,2,,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['voucher', 'eror']"
Kirim seluruh indonesia gak min ?,1,0,kirim indonesia,440,2,,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kirim', 'indonesia']"
Order sering gagal karena belum tahu caranya,5,2,order gagal,862,2,,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['order', 'gagal']"
Mantapp materinya,5,2,mantapp materi,932,2,,0.4167,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mantapp', 'materi']"
Bhaya belanja di sni kmrin sy belanja truss barang yg sy beli kosong trus shopee batalkan tpi uang saya tdk di kmblikan penipu,1,0,bhaya belanja sni kmrin belanja truss barang beli kosong batal tpi uang kmblikan tipu,334,2,,0.4163,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bhaya', 'belanja', 'sini', 'kmrin', 'belanja', 'truss', 'barang', 'beli', 'kosong', 'batal', 'tapi', 'uang', 'kmblikan', 'tipu']"
"Punya bonus sampai 400ribuan,tapi gak bisa dipakai...kirain bonus itu bisa buat belanja produk2,nyatanya cuma buat hiasan saja...tanpa bonus juga masih sama harga nya...jadi jangan mubazir kasih kasih saldo bonus dadakan kalau cuma buat pencitraan saja.",1,0,bonus ribu pakai kirain bonus belanja produk hias bonus harga mubazir saldo bonus dada citra,455,2,,0.4084,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bonus', 'ribu', 'pakai', 'kirain', 'bonus', 'belanja', 'produk', 'hias', 'bonus', 'harga', 'mubazir', 'saldo', 'bonus', 'dada', 'citra']"
Gimana nih Aplikasinya? Di iklan bisa COD kok saya mencoba hari ini tidak bisa melalukan pembayaran secara COD!! Aplikasinya Jelek bagettttttt!!!!!!!!,1,0,aplikasi iklan cod bayar cod aplikasi bagettttttt,180,2,,0.4068,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'iklan', 'cod', 'bayar', 'cod', 'aplikasi', 'bagettttttt']"
Aplikasinya kok gini ya gk sesuai apa yang saya pikir tolol,1,0,aplikasi gin sesuai pikir,449,2,,0.4064,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'gin', 'sesuai', 'pikir']"
Udah bolak balik daftar payletter tp gagal terus Skali bisa mala di tolak Dan gitu terus Kiraku bakal enak kek apk sebelh bisa beli barang skarang bayar nanti Tapi mala cacat,1,0,bolak daftar payletter gagal mala tolak kek apk sebelh beli barang skarang bayar mala cacat,310,2,,0.4033,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bolak', 'daftar', 'payletter', 'gagal', 'mala', 'tolak', 'seperti', 'aplikasi', 'sebelh', 'beli', 'barang', 'skarang', 'bayar', 'mala', 'cacat']"
"abis update aplikasinya malah jadi jelek, ga user friendly ... filter ga ada, urut harga ga ada. saya cari barang yang mau dibeli jadi susah",2,0,abis update aplikasi user friendly filter urut harga cari barang beli susah,396,2,,0.4018,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['habis', 'update', 'aplikasi', 'user', 'friendly', 'filter', 'urut', 'harga', 'cari', 'barang', 'beli', 'susah']"
Permudah untuk pembelian dan kirimannya yahh,3,1,mudah beli kirim yahh,456,2,,0.4012,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mudah', 'beli', 'kirim', 'yahh']"
"Benar benar mengecewakan?? Padahal saya baru pertama kali mencoba belanja di Lazada.. Dua kali pesan disini lama sekali prosesnya huff , dan semua gagal percobaan pengirimannnnnnn dan terus berulang sudah berminggu Huhhh . setelah ini saya ga akan belanja disini langsung pindah ke sebelah yang dulu saya pakek , pengirimannya cepat baik .. Hadehhh gmana nih lazada sekarang!!!!!",1,0,belanja pesan proses gagal pengirimannnnnnn ulang minggu huhhh belanja pindah belah pakek kirim cepat hadehhh gmana,337,2,,0.4004,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'pesan', 'proses', 'gagal', 'pengirimannnnnnn', 'ulang', 'minggu', 'huhhh', 'belanja', 'pindah', 'belah', 'pakek', 'kirim', 'cepat', 'hadehhh', 'bagaimana']"
"Sumpah ya dlu ak suka bgt pake shopee.. bahkan apk belanja online yg ak download juga cuma ini.. tp kecewa bgt nih skarang bner"" beda bgt sama yg dlu.. udh gk bisa pilih expedisi ,gratis ongkir juga gk ada.. pdhl ini tuh buat jualan klo kyak gini ya gk dpt untung dong.. semenjak di update mlh jadi gk kyak dlu. Tolong diperhatikan lagi buat penggunanya biar gk pindah ke apk lain.. nnti klo kyak dlu ak ubah bintangnya. Mkasih",3,1,pake apk belanja online download skarang bner beda pilih expedisi gratis ongkir pdhl jual kyak gin untung update mlh kyak tolong perhati pindah apk nnti kyak ubah bintang mkasih,594,2,,0.3999,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pakai', 'aplikasi', 'belanja', 'online', 'unduh', 'skarang', 'bner', 'beda', 'pilih', 'expedisi', 'gratis', 'ongkir', 'pdhl', 'jual', 'kyak', 'gin', 'untung', 'update', 'mlh', 'kyak', 'tolong', 'perhati', 'pindah', 'aplikasi', 'nnti', 'kyak', 'ubah', 'bintang', 'mkasih']"
"Belanja, isi pulsa, bayar tagihan jadi lebih mudah, Terima kasih tokopedia",5,2,belanja isi pulsa bayar tagih mudah,889,2,,0.3779,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'isi', 'pulsa', 'bayar', 'tagih', 'mudah']"
